task_id	specimen_id	source_row	image_path	occurrenceID	DOI	jpegURL	jsonURL	all750_idx0
10	L.3499241	11	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0011_L.3499241.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.3499241	http://dx.doi.org/10.5281/zenodo.1487032	https://zenodo.org/record/1487032/files/L.3499241.jpg	https://zenodo.org/record/1487032/files/L.3499241.json	10
11	BM000936708	12	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0012_BM000936708.jpg	cc637cd5-0cad-4972-a950-073bc4e32961	http://dx.doi.org/10.5281/zenodo.1480475	https://zenodo.org/record/1480475/files/BM000936708.jpg	https://zenodo.org/record/1480475/files/BM000936708.json	11
12	E00246564	13	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0013_E00246564.jpg	http://data.rbge.org.uk/herb/E00246564	http://dx.doi.org/10.5281/zenodo.1483875	https://zenodo.org/record/1483875/files/E00246564.jpg	https://zenodo.org/record/1483875/files/E00246564.json	12
13	E00087190	14	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0014_E00087190.jpg	http://data.rbge.org.uk/herb/E00087190	http://dx.doi.org/10.5281/zenodo.1483705	https://zenodo.org/record/1483705/files/E00087190.jpg	https://zenodo.org/record/1483705/files/E00087190.json	13
14	K000914265	15	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0015_K000914265.jpg	http://specimens.kew.org/herbarium/K000914265	http://dx.doi.org/10.5281/zenodo.1486462	https://zenodo.org/record/1486462/files/K000914265.jpg	https://zenodo.org/record/1486462/files/K000914265.json	14
15	E00704451	16	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0016_E00704451.jpg	http://data.rbge.org.uk/herb/E00704451	http://dx.doi.org/10.5281/zenodo.1484219	https://zenodo.org/record/1484219/files/E00704451.jpg	https://zenodo.org/record/1484219/files/E00704451.json	15
16	L.1933299	17	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0017_L.1933299.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.1933299	http://dx.doi.org/10.5281/zenodo.1486866	https://zenodo.org/record/1486866/files/L.1933299.jpg	https://zenodo.org/record/1486866/files/L.1933299.json	16
17	BM000815211	18	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0018_BM000815211.jpg	ad5cf812-1280-4508-9c68-f4ddfc07a41a	http://dx.doi.org/10.5281/zenodo.1480347	https://zenodo.org/record/1480347/files/BM000815211.jpg	https://zenodo.org/record/1480347/files/BM000815211.json	17
18	K000256371	19	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0019_K000256371.jpg	http://specimens.kew.org/herbarium/K000256371	http://dx.doi.org/10.5281/zenodo.1485803	https://zenodo.org/record/1485803/files/K000256371.jpg	https://zenodo.org/record/1485803/files/K000256371.json	18
19	E00393090	20	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0020_E00393090.jpg	http://data.rbge.org.uk/herb/E00393090	http://dx.doi.org/10.5281/zenodo.1484010	https://zenodo.org/record/1484010/files/E00393090.jpg	https://zenodo.org/record/1484010/files/E00393090.json	19
20	BM001110306	21	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0021_BM001110306.jpg	6e08dee1-0914-42bf-b913-8bcf53164249	http://dx.doi.org/10.5281/zenodo.1480651	https://zenodo.org/record/1480651/files/BM001110306.jpg	https://zenodo.org/record/1480651/files/BM001110306.json	20
21	BM000521570	22	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0022_BM000521570.jpg	8d7843fb-8b71-463d-b4d2-100e26a2f65e	http://dx.doi.org/10.5281/zenodo.1480266	https://zenodo.org/record/1480266/files/BM000521570.jpg	https://zenodo.org/record/1480266/files/BM000521570.json	21
22	K000528885	23	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0023_K000528885.jpg	http://specimens.kew.org/herbarium/K000528885	http://dx.doi.org/10.5281/zenodo.1485868	https://zenodo.org/record/1485868/files/K000528885.jpg	https://zenodo.org/record/1485868/files/K000528885.json	22
23	P00451097	24	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0024_P00451097.jpg	http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451097	http://dx.doi.org/10.5281/zenodo.1487136	https://zenodo.org/record/1487136/files/P00451097.jpg	https://zenodo.org/record/1487136/files/P00451097.json	23
24	K000761994	25	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0025_K000761994.jpg	http://specimens.kew.org/herbarium/K000761994	http://dx.doi.org/10.5281/zenodo.1485941	https://zenodo.org/record/1485941/files/K000761994.jpg	https://zenodo.org/record/1485941/files/K000761994.json	24
25	BM001128561	26	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0026_BM001128561.jpg	e328ea93-84d1-43d8-a2d5-27fa222e2e9e	http://dx.doi.org/10.5281/zenodo.1480657	https://zenodo.org/record/1480657/files/BM001128561.jpg	https://zenodo.org/record/1480657/files/BM001128561.json	25
26	L.2571799	27	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0027_L.2571799.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.2571799	http://dx.doi.org/10.5281/zenodo.1486934	https://zenodo.org/record/1486934/files/L.2571799.jpg	https://zenodo.org/record/1486934/files/L.2571799.json	26
27	L.1934962	28	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0028_L.1934962.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.1934962	http://dx.doi.org/10.5281/zenodo.1486868	https://zenodo.org/record/1486868/files/L.1934962.jpg	https://zenodo.org/record/1486868/files/L.1934962.json	27
28	P00642147	29	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0029_P00642147.jpg	http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642147	http://dx.doi.org/10.5281/zenodo.1487186	https://zenodo.org/record/1487186/files/P00642147.jpg	https://zenodo.org/record/1487186/files/P00642147.json	28
29	E00668525	30	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0030_E00668525.jpg	http://data.rbge.org.uk/herb/E00668525	http://dx.doi.org/10.5281/zenodo.1484179	https://zenodo.org/record/1484179/files/E00668525.jpg	https://zenodo.org/record/1484179/files/E00668525.json	29
30	E00455012	31	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0031_E00455012.jpg	http://data.rbge.org.uk/herb/E00455012	http://dx.doi.org/10.5281/zenodo.1484093	https://zenodo.org/record/1484093/files/E00455012.jpg	https://zenodo.org/record/1484093/files/E00455012.json	30
31	E00088095	32	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0032_E00088095.jpg	http://data.rbge.org.uk/herb/E00088095	http://dx.doi.org/10.5281/zenodo.1483707	https://zenodo.org/record/1483707/files/E00088095.jpg	https://zenodo.org/record/1483707/files/E00088095.json	31
32	E00146845	33	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0033_E00146845.jpg	http://data.rbge.org.uk/herb/E00146845	http://dx.doi.org/10.5281/zenodo.1483774	https://zenodo.org/record/1483774/files/E00146845.jpg	https://zenodo.org/record/1483774/files/E00146845.json	32
33	L.3973960	34	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0034_L.3973960.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.3973960	http://dx.doi.org/10.5281/zenodo.1487072	https://zenodo.org/record/1487072/files/L.3973960.jpg	https://zenodo.org/record/1487072/files/L.3973960.json	33
34	E00268379	35	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0035_E00268379.jpg	http://data.rbge.org.uk/herb/E00268379	http://dx.doi.org/10.5281/zenodo.1483899	https://zenodo.org/record/1483899/files/E00268379.jpg	https://zenodo.org/record/1483899/files/E00268379.json	34
35	E00071177	36	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0036_E00071177.jpg	http://data.rbge.org.uk/herb/E00071177	http://dx.doi.org/10.5281/zenodo.1483667	https://zenodo.org/record/1483667/files/E00071177.jpg	https://zenodo.org/record/1483667/files/E00071177.json	35
36	K000433199	37	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0037_K000433199.jpg	http://specimens.kew.org/herbarium/K000433199	http://dx.doi.org/10.5281/zenodo.1485851	https://zenodo.org/record/1485851/files/K000433199.jpg	https://zenodo.org/record/1485851/files/K000433199.json	36
37	K000821741	38	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0038_K000821741.jpg	http://specimens.kew.org/herbarium/K000821741	http://dx.doi.org/10.5281/zenodo.1486010	https://zenodo.org/record/1486010/files/K000821741.jpg	https://zenodo.org/record/1486010/files/K000821741.json	37
38	K000807303	39	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0039_K000807303.jpg	http://specimens.kew.org/herbarium/K000807303	http://dx.doi.org/10.5281/zenodo.1486002	https://zenodo.org/record/1486002/files/K000807303.jpg	https://zenodo.org/record/1486002/files/K000807303.json	38
39	E00239279	40	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0040_E00239279.jpg	http://data.rbge.org.uk/herb/E00239279	http://dx.doi.org/10.5281/zenodo.1483873	https://zenodo.org/record/1483873/files/E00239279.jpg	https://zenodo.org/record/1483873/files/E00239279.json	39
40	E00502324	41	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0041_E00502324.jpg	http://data.rbge.org.uk/herb/E00502324	http://dx.doi.org/10.5281/zenodo.1484109	https://zenodo.org/record/1484109/files/E00502324.jpg	https://zenodo.org/record/1484109/files/E00502324.json	40
41	BR0000008864185	42	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0042_BR0000008864185.jpg	http://www.botanicalcollections.be/specimen/BR0000008864185	http://dx.doi.org/10.5281/zenodo.1481003	https://zenodo.org/record/1481003/files/BR0000008864185.jpg	https://zenodo.org/record/1481003/files/BR0000008864185.json	41
42	E00260931	43	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0043_E00260931.jpg	http://data.rbge.org.uk/herb/E00260931	http://dx.doi.org/10.5281/zenodo.1483895	https://zenodo.org/record/1483895/files/E00260931.jpg	https://zenodo.org/record/1483895/files/E00260931.json	42
43	E00392893	44	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0044_E00392893.jpg	http://data.rbge.org.uk/herb/E00392893	http://dx.doi.org/10.5281/zenodo.1484008	https://zenodo.org/record/1484008/files/E00392893.jpg	https://zenodo.org/record/1484008/files/E00392893.json	43
44	E00117381	45	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0045_E00117381.jpg	http://data.rbge.org.uk/herb/E00117381	http://dx.doi.org/10.5281/zenodo.1483729	https://zenodo.org/record/1483729/files/E00117381.jpg	https://zenodo.org/record/1483729/files/E00117381.json	44
45	E00117382	46	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0046_E00117382.jpg	http://data.rbge.org.uk/herb/E00117382	http://dx.doi.org/10.5281/zenodo.1483731	https://zenodo.org/record/1483731/files/E00117382.jpg	https://zenodo.org/record/1483731/files/E00117382.json	45
46	E00112411	47	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0047_E00112411.jpg	http://data.rbge.org.uk/herb/E00112411	http://dx.doi.org/10.5281/zenodo.1483721	https://zenodo.org/record/1483721/files/E00112411.jpg	https://zenodo.org/record/1483721/files/E00112411.json	46
47	E00120460	48	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0048_E00120460.jpg	http://data.rbge.org.uk/herb/E00120460	http://dx.doi.org/10.5281/zenodo.1483739	https://zenodo.org/record/1483739/files/E00120460.jpg	https://zenodo.org/record/1483739/files/E00120460.json	47
48	WAG.1241218	49	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0049_WAG.1241218.jpg	http://data.biodiversitydata.nl/naturalis/specimen/WAG.1241218	http://dx.doi.org/10.5281/zenodo.1491150	https://zenodo.org/record/1491150/files/WAG.1241218.jpg	https://zenodo.org/record/1491150/files/WAG.1241218.json	48
49	BM001074360	50	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0050_BM001074360.jpg	c6476550-eac2-485a-8fc3-23fbd9997449	http://dx.doi.org/10.5281/zenodo.1480642	https://zenodo.org/record/1480642/files/BM001074360.jpg	https://zenodo.org/record/1480642/files/BM001074360.json	49
50	E00746890	51	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0051_E00746890.jpg	http://data.rbge.org.uk/herb/E00746890	http://dx.doi.org/10.5281/zenodo.1484279	https://zenodo.org/record/1484279/files/E00746890.jpg	https://zenodo.org/record/1484279/files/E00746890.json	50
51	WAG0003334	52	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0052_WAG0003334.jpg	http://data.biodiversitydata.nl/naturalis/specimen/WAG0003334	http://dx.doi.org/10.5281/zenodo.1491168	https://zenodo.org/record/1491168/files/WAG0003334.jpg	https://zenodo.org/record/1491168/files/WAG0003334.json	51
52	BR0000012450015	53	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0053_BR0000012450015.jpg	http://www.botanicalcollections.be/specimen/BR0000012450015	http://dx.doi.org/10.5281/zenodo.1483166	https://zenodo.org/record/1483166/files/BR0000012450015.jpg	https://zenodo.org/record/1483166/files/BR0000012450015.json	52
53	E00205205	54	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0054_E00205205.jpg	http://data.rbge.org.uk/herb/E00205205	http://dx.doi.org/10.5281/zenodo.1483830	https://zenodo.org/record/1483830/files/E00205205.jpg	https://zenodo.org/record/1483830/files/E00205205.json	53
54	E00423198	55	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0055_E00423198.jpg	http://data.rbge.org.uk/herb/E00423198	http://dx.doi.org/10.5281/zenodo.1484052	https://zenodo.org/record/1484052/files/E00423198.jpg	https://zenodo.org/record/1484052/files/E00423198.json	54
55	L.1966079	56	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0056_L.1966079.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.1966079	http://dx.doi.org/10.5281/zenodo.1486870	https://zenodo.org/record/1486870/files/L.1966079.jpg	https://zenodo.org/record/1486870/files/L.1966079.json	55
56	K000207860	57	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0057_K000207860.jpg	http://specimens.kew.org/herbarium/K000207860	http://dx.doi.org/10.5281/zenodo.1485783	https://zenodo.org/record/1485783/files/K000207860.jpg	https://zenodo.org/record/1485783/files/K000207860.json	56
57	E00704498	58	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0058_E00704498.jpg	http://data.rbge.org.uk/herb/E00704498	http://dx.doi.org/10.5281/zenodo.1484221	https://zenodo.org/record/1484221/files/E00704498.jpg	https://zenodo.org/record/1484221/files/E00704498.json	57
58	E00713634	59	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0059_E00713634.jpg	http://data.rbge.org.uk/herb/E00713634	http://dx.doi.org/10.5281/zenodo.1484227	https://zenodo.org/record/1484227/files/E00713634.jpg	https://zenodo.org/record/1484227/files/E00713634.json	58
59	BM000773782	60	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0060_BM000773782.jpg	b6cb7599-aee3-4d46-91ae-225594ffa36c	http://dx.doi.org/10.5281/zenodo.1480322	https://zenodo.org/record/1480322/files/BM000773782.jpg	https://zenodo.org/record/1480322/files/BM000773782.json	59
60	K000555694	61	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0061_K000555694.jpg	http://specimens.kew.org/herbarium/K000555694	http://dx.doi.org/10.5281/zenodo.1485903	https://zenodo.org/record/1485903/files/K000555694.jpg	https://zenodo.org/record/1485903/files/K000555694.json	60
61	K000914310	62	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0062_K000914310.jpg	http://specimens.kew.org/herbarium/K000914310	http://dx.doi.org/10.5281/zenodo.1486466	https://zenodo.org/record/1486466/files/K000914310.jpg	https://zenodo.org/record/1486466/files/K000914310.json	61
62	E00128162	63	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0063_E00128162.jpg	http://data.rbge.org.uk/herb/E00128162	http://dx.doi.org/10.5281/zenodo.1483747	https://zenodo.org/record/1483747/files/E00128162.jpg	https://zenodo.org/record/1483747/files/E00128162.json	62
63	K000841990	64	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0064_K000841990.jpg	http://specimens.kew.org/herbarium/K000841990	http://dx.doi.org/10.5281/zenodo.1486406	https://zenodo.org/record/1486406/files/K000841990.jpg	https://zenodo.org/record/1486406/files/K000841990.json	63
64	E00625536	65	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0065_E00625536.jpg	http://data.rbge.org.uk/herb/E00625536	http://dx.doi.org/10.5281/zenodo.1484130	https://zenodo.org/record/1484130/files/E00625536.jpg	https://zenodo.org/record/1484130/files/E00625536.json	64
65	K000914401	66	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0066_K000914401.jpg	http://specimens.kew.org/herbarium/K000914401	http://dx.doi.org/10.5281/zenodo.1486476	https://zenodo.org/record/1486476/files/K000914401.jpg	https://zenodo.org/record/1486476/files/K000914401.json	65
66	BM000939135	67	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0067_BM000939135.jpg	0303eff1-b9d5-42fe-99d1-678d95f64de6	http://dx.doi.org/10.5281/zenodo.1480491	https://zenodo.org/record/1480491/files/BM000939135.jpg	https://zenodo.org/record/1480491/files/BM000939135.json	66
67	K000363593	68	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0068_K000363593.jpg	http://specimens.kew.org/herbarium/K000363593	http://dx.doi.org/10.5281/zenodo.1485835	https://zenodo.org/record/1485835/files/K000363593.jpg	https://zenodo.org/record/1485835/files/K000363593.json	67
68	BM000954587	69	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0069_BM000954587.jpg	38a8a8e3-6f22-40b8-880d-770e76ccbfb5	http://dx.doi.org/10.5281/zenodo.1480540	https://zenodo.org/record/1480540/files/BM000954587.jpg	https://zenodo.org/record/1480540/files/BM000954587.json	68
69	E00134418	70	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0070_E00134418.jpg	http://data.rbge.org.uk/herb/E00134418	http://dx.doi.org/10.5281/zenodo.1483749	https://zenodo.org/record/1483749/files/E00134418.jpg	https://zenodo.org/record/1483749/files/E00134418.json	69
70	E00113189	71	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0071_E00113189.jpg	http://data.rbge.org.uk/herb/E00113189	http://dx.doi.org/10.5281/zenodo.1483725	https://zenodo.org/record/1483725/files/E00113189.jpg	https://zenodo.org/record/1483725/files/E00113189.json	70
71	BM000909966	72	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0072_BM000909966.jpg	4731a95e-6449-46a6-8fe2-670eda5c4dac	http://dx.doi.org/10.5281/zenodo.1480453	https://zenodo.org/record/1480453/files/BM000909966.jpg	https://zenodo.org/record/1480453/files/BM000909966.json	71
72	L.2074347	73	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0073_L.2074347.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.2074347	http://dx.doi.org/10.5281/zenodo.1486882	https://zenodo.org/record/1486882/files/L.2074347.jpg	https://zenodo.org/record/1486882/files/L.2074347.json	72
73	BM000908904	74	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0074_BM000908904.jpg	1b4ee5f4-da73-457a-b1b1-d0f39b594dbe	http://dx.doi.org/10.5281/zenodo.1480449	https://zenodo.org/record/1480449/files/BM000908904.jpg	https://zenodo.org/record/1480449/files/BM000908904.json	73
74	E00693571	75	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0075_E00693571.jpg	http://data.rbge.org.uk/herb/E00693571	http://dx.doi.org/10.5281/zenodo.1484199	https://zenodo.org/record/1484199/files/E00693571.jpg	https://zenodo.org/record/1484199/files/E00693571.json	74
75	L.2074028	76	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0076_L.2074028.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.2074028	http://dx.doi.org/10.5281/zenodo.1486880	https://zenodo.org/record/1486880/files/L.2074028.jpg	https://zenodo.org/record/1486880/files/L.2074028.json	75
76	E00074915	77	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0077_E00074915.jpg	http://data.rbge.org.uk/herb/E00074915	http://dx.doi.org/10.5281/zenodo.1483693	https://zenodo.org/record/1483693/files/E00074915.jpg	https://zenodo.org/record/1483693/files/E00074915.json	76
77	K000432519	78	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0078_K000432519.jpg	http://specimens.kew.org/herbarium/K000432519	http://dx.doi.org/10.5281/zenodo.1485849	https://zenodo.org/record/1485849/files/K000432519.jpg	https://zenodo.org/record/1485849/files/K000432519.json	77
78	E00286028	79	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0079_E00286028.jpg	http://data.rbge.org.uk/herb/E00286028	http://dx.doi.org/10.5281/zenodo.1483915	https://zenodo.org/record/1483915/files/E00286028.jpg	https://zenodo.org/record/1483915/files/E00286028.json	78
79	BR0000013860288	80	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0080_BR0000013860288.jpg	http://www.botanicalcollections.be/specimen/BR0000013860288	http://dx.doi.org/10.5281/zenodo.1483318	https://zenodo.org/record/1483318/files/BR0000013860288.jpg	https://zenodo.org/record/1483318/files/BR0000013860288.json	79
80	E00026748	81	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0081_E00026748.jpg	http://data.rbge.org.uk/herb/E00026748	http://dx.doi.org/10.5281/zenodo.1483587	https://zenodo.org/record/1483587/files/E00026748.jpg	https://zenodo.org/record/1483587/files/E00026748.json	80
81	L.1535692	82	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0082_L.1535692.jpg	http://data.biodiversitydata.nl/naturalis/specimen/L.1535692	http://dx.doi.org/10.5281/zenodo.1486842	https://zenodo.org/record/1486842/files/L.1535692.jpg	https://zenodo.org/record/1486842/files/L.1535692.json	81
