new250_task_id	all750_idx0	specimen_id	image_exists	chosen_image_path	original_local_jpeg	candidate_paths	DOI	jpegURL	jsonURL	occurrenceID
10	510	BM001039578	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0011_BM001039578.jpg	data_rds/02_raw_images/new250/new250_row0011_BM001039578.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0011_BM001039578.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0011_BM001039578.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0011_BM001039578.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0011_BM001039578.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0011_BM001039578.jpg	http://dx.doi.org/10.5281/zenodo.1480597	https://zenodo.org/record/1480597/files/BM001039578.jpg	https://zenodo.org/record/1480597/files/BM001039578.json	59c660df-7a51-40eb-9226-fee6a71eb60c
11	511	BM001039580	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0012_BM001039580.jpg	data_rds/02_raw_images/new250/new250_row0012_BM001039580.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0012_BM001039580.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0012_BM001039580.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0012_BM001039580.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0012_BM001039580.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0012_BM001039580.jpg	http://dx.doi.org/10.5281/zenodo.1480601	https://zenodo.org/record/1480601/files/BM001039580.jpg	https://zenodo.org/record/1480601/files/BM001039580.json	ebc20f5a-d994-4ec5-a8f9-fe77503f99ea
12	512	HA.H1613656	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0013_HA.H1613656.jpg	data_rds/02_raw_images/new250/new250_row0013_HA.H1613656.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0013_HA.H1613656.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0013_HA.H1613656.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0013_HA.H1613656.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0013_HA.H1613656.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0013_HA.H1613656.jpg	http://dx.doi.org/10.5281/zenodo.1485581	https://zenodo.org/record/1485581/files/HA.H1613656.jpg	https://zenodo.org/record/1485581/files/HA.H1613656.json	http://id.luomus.fi/HA.H1613656
13	513	HA.H1701393	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0014_HA.H1701393.jpg	data_rds/02_raw_images/new250/new250_row0014_HA.H1701393.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0014_HA.H1701393.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0014_HA.H1701393.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0014_HA.H1701393.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0014_HA.H1701393.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0014_HA.H1701393.jpg	http://dx.doi.org/10.5281/zenodo.1485590	https://zenodo.org/record/1485590/files/HA.H1701393.jpg	https://zenodo.org/record/1485590/files/HA.H1701393.json	http://id.luomus.fi/HA.H1701393
14	514	BR0000005906826	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0015_BR0000005906826.jpg	data_rds/02_raw_images/new250/new250_row0015_BR0000005906826.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0015_BR0000005906826.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0015_BR0000005906826.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0015_BR0000005906826.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0015_BR0000005906826.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0015_BR0000005906826.jpg	http://dx.doi.org/10.5281/zenodo.1480914	https://zenodo.org/record/1480914/files/BR0000005906826.jpg	https://zenodo.org/record/1480914/files/BR0000005906826.json	http://www.botanicalcollections.be/specimen/BR0000005906826
15	515	BR0000005907694	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0016_BR0000005907694.jpg	data_rds/02_raw_images/new250/new250_row0016_BR0000005907694.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0016_BR0000005907694.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0016_BR0000005907694.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0016_BR0000005907694.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0016_BR0000005907694.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0016_BR0000005907694.jpg	http://dx.doi.org/10.5281/zenodo.1480922	https://zenodo.org/record/1480922/files/BR0000005907694.jpg	https://zenodo.org/record/1480922/files/BR0000005907694.json	http://www.botanicalcollections.be/specimen/BR0000005907694
16	516	EIG.1345	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0017_EIG.1345.jpg	data_rds/02_raw_images/new250/new250_row0017_EIG.1345.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0017_EIG.1345.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0017_EIG.1345.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0017_EIG.1345.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0017_EIG.1345.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0017_EIG.1345.jpg	http://dx.doi.org/10.5281/zenodo.1484964	https://zenodo.org/record/1484964/files/EIG.1345.jpg	https://zenodo.org/record/1484964/files/EIG.1345.json	http://id.luomus.fi/EIG.1345
17	517	EIG.1346	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0018_EIG.1346.jpg	data_rds/02_raw_images/new250/new250_row0018_EIG.1346.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0018_EIG.1346.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0018_EIG.1346.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0018_EIG.1346.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0018_EIG.1346.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0018_EIG.1346.jpg	http://dx.doi.org/10.5281/zenodo.1484966	https://zenodo.org/record/1484966/files/EIG.1346.jpg	https://zenodo.org/record/1484966/files/EIG.1346.json	http://id.luomus.fi/EIG.1346
18	518	EIG.1349	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0019_EIG.1349.jpg	data_rds/02_raw_images/new250/new250_row0019_EIG.1349.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0019_EIG.1349.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0019_EIG.1349.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0019_EIG.1349.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0019_EIG.1349.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0019_EIG.1349.jpg	http://dx.doi.org/10.5281/zenodo.1484970	https://zenodo.org/record/1484970/files/EIG.1349.jpg	https://zenodo.org/record/1484970/files/EIG.1349.json	http://id.luomus.fi/EIG.1349
19	519	EIG.1261	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0020_EIG.1261.jpg	data_rds/02_raw_images/new250/new250_row0020_EIG.1261.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0020_EIG.1261.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0020_EIG.1261.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0020_EIG.1261.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0020_EIG.1261.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0020_EIG.1261.jpg	http://dx.doi.org/10.5281/zenodo.1484946	https://zenodo.org/record/1484946/files/EIG.1261.jpg	https://zenodo.org/record/1484946/files/EIG.1261.json	http://id.luomus.fi/EIG.1261
20	520	EIG.1262	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0021_EIG.1262.jpg	data_rds/02_raw_images/new250/new250_row0021_EIG.1262.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0021_EIG.1262.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0021_EIG.1262.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0021_EIG.1262.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0021_EIG.1262.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0021_EIG.1262.jpg	http://dx.doi.org/10.5281/zenodo.1484952	https://zenodo.org/record/1484952/files/EIG.1262.jpg	https://zenodo.org/record/1484952/files/EIG.1262.json	http://id.luomus.fi/EIG.1262
21	521	EIG.1441	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0022_EIG.1441.jpg	data_rds/02_raw_images/new250/new250_row0022_EIG.1441.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0022_EIG.1441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0022_EIG.1441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0022_EIG.1441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0022_EIG.1441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0022_EIG.1441.jpg	http://dx.doi.org/10.5281/zenodo.1484976	https://zenodo.org/record/1484976/files/EIG.1441.jpg	https://zenodo.org/record/1484976/files/EIG.1441.json	http://id.luomus.fi/EIG.1441
22	522	EIG.1442	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0023_EIG.1442.jpg	data_rds/02_raw_images/new250/new250_row0023_EIG.1442.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0023_EIG.1442.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0023_EIG.1442.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0023_EIG.1442.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0023_EIG.1442.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0023_EIG.1442.jpg	http://dx.doi.org/10.5281/zenodo.1484980	https://zenodo.org/record/1484980/files/EIG.1442.jpg	https://zenodo.org/record/1484980/files/EIG.1442.json	http://id.luomus.fi/EIG.1442
23	523	P05142947	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0024_P05142947.jpg	data_rds/02_raw_images/new250/new250_row0024_P05142947.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0024_P05142947.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0024_P05142947.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0024_P05142947.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0024_P05142947.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0024_P05142947.jpg	http://dx.doi.org/10.5281/zenodo.1487425	https://zenodo.org/record/1487425/files/P05142947.jpg	https://zenodo.org/record/1487425/files/P05142947.json	http://coldb.mnhn.fr/catalognumber/mnhn/p/p05142947
24	524	EIG.6734	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0025_EIG.6734.jpg	data_rds/02_raw_images/new250/new250_row0025_EIG.6734.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0025_EIG.6734.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0025_EIG.6734.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0025_EIG.6734.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0025_EIG.6734.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0025_EIG.6734.jpg	http://dx.doi.org/10.5281/zenodo.1485152	https://zenodo.org/record/1485152/files/EIG.6734.jpg	https://zenodo.org/record/1485152/files/EIG.6734.json	http://id.luomus.fi/EIG.6734
25	525	EIG.6741	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0026_EIG.6741.jpg	data_rds/02_raw_images/new250/new250_row0026_EIG.6741.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0026_EIG.6741.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0026_EIG.6741.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0026_EIG.6741.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0026_EIG.6741.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0026_EIG.6741.jpg	http://dx.doi.org/10.5281/zenodo.1485154	https://zenodo.org/record/1485154/files/EIG.6741.jpg	https://zenodo.org/record/1485154/files/EIG.6741.json	http://id.luomus.fi/EIG.6741
26	526	EIG.6742	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0027_EIG.6742.jpg	data_rds/02_raw_images/new250/new250_row0027_EIG.6742.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0027_EIG.6742.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0027_EIG.6742.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0027_EIG.6742.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0027_EIG.6742.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0027_EIG.6742.jpg	http://dx.doi.org/10.5281/zenodo.1485158	https://zenodo.org/record/1485158/files/EIG.6742.jpg	https://zenodo.org/record/1485158/files/EIG.6742.json	http://id.luomus.fi/EIG.6742
